Company,Valuation ($B),Date Joined,Country,City,Industry,Select Investors,Date_Joined_Year,Years_to_Unicorn,Year_Founded,Company_Age_2025,Log_Valuation,Is_Tech_Hub,Is_Silicon_Valley,Country_Tier,Investor_Count,Has_Top_VC,Is_Tech_Intensive,Ind_Enterprise_Tech,Ind_Fintech,Ind_Healthcare,Ind_Other,Era_2010-2014,Era_2015-2019,Era_2020+,Era_Pre-2000,ValCat_Medium,ValCat_Mega,ValCat_Small
Beta Technologies,2.4,2022-04-19,United States,South Burlington,Industrials,"The Rise Fund, Fidelity Investments. RedBird Capital Partners",2022,5,2017,8,0.8754687373538999,0,0,1,2,0,0,False,False,False,True,False,True,False,False,False,False,True
Project44,2.62,2021-06-01,United States,Chicago,Enterprise Tech,"Emergence Capital Partners, 8VC, Chicago Ventures",2021,7,2014,11,0.9631743177730056,0,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Freenome,2.62,2020-08-26,United States,South San Francisco,Healthcare & Life Sciences,"Andreessen Horowitz, Data Collective, Roche Venture Fund",2020,6,2014,11,0.9631743177730056,0,0,1,3,1,0,False,False,True,False,True,False,False,False,False,False,True
ManyPets,2.35,2021-06-01,United Kingdom,London,Insurance,"Octopus Ventures, Munich Re Ventures, CommerzVentures",2021,9,2012,13,0.8544153281560676,1,0,2,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Job&Talent,1.46,2021-12-01,Spain,Madrid,Enterprise Tech,"Kibo Ventures, SoftBank Group, Atomico",2021,12,2009,16,0.37843643572024505,0,0,3,3,1,1,True,False,False,False,False,False,False,False,False,False,True
WEMAKEPRICE,2.34,2015-09-09,South Korea,Seoul,Consumer & Retail,"IMM Investment, NXC",2015,6,2009,16,0.85015092936961,0,0,2,2,0,1,False,False,False,False,False,False,False,False,False,False,True
Biren Technology,2.32,2020-08-18,China,Shanghai,Enterprise Tech,"V FUND, IDG Capital, Green Pine Capital Partners",2020,1,2019,6,0.8415671856782185,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Transcarent,2.2,2022-01-11,United States,San Francisco,Healthcare & Life Sciences,"Alta Partners, General Catalyst, Jove Equity Partners",2022,2,2020,5,0.7884573603642703,1,1,1,3,1,0,False,False,True,False,False,False,True,False,False,False,True
Aven,2.2,2024-07-17,United States,San Fransisco,Financial Services,"Khosla Ventures, General Catalyst, Founders Fund",2024,6,2018,7,0.7884573603642703,0,0,1,3,1,1,False,True,False,False,False,True,False,False,False,False,True
Voodoo,2.31,2020-08-17,France,Paris,Media & Entertainment,"Tencent Holdings, Goldman Sachs",2020,7,2013,12,0.8372475245337022,0,0,2,2,0,1,False,False,False,False,True,False,False,False,False,False,True
Kavak,2.2,2020-10-01,Mexico,Lerma de Villada,Industrials,"DST Global, SoftBank Group, Mountain Nazca",2020,4,2016,9,0.7884573603642703,0,0,3,3,1,0,False,False,False,True,False,True,False,False,False,False,True
PhysicsWallah,2.8,2022-06-07,India,Uttar Pradesh,Consumer & Retail,"GSV Ventures, WestBridge Capital",2022,6,2016,9,1.0296194171811581,0,0,2,2,0,1,False,False,False,False,False,True,False,False,False,False,True
Uptake,2.3,2015-10-27,United States,Chicago,Industrials,"Revolution, New Enterprise Associates, Caterpillar",2015,1,2014,11,0.8329091229351039,0,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Motive,2.85,2019-04-23,United States,San Francisco,Industrials,"Google Ventures, Index Ventures, Scale Venture Partners",2019,6,2013,12,1.0473189942805592,1,1,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Greenlight,2.3,2020-09-24,United States,Atlanta,Financial Services,"Relay Ventures, TTV Capital, Canapi Ventures",2020,6,2014,11,0.8329091229351039,0,0,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
MoMo,2.27,2021-12-10,Vietnam,Ho Chi Minh City,Financial Services,"Goodwater Capital, Warburg Pincus, GS Growth",2021,8,2013,12,0.8197798314933114,0,0,3,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Story Protocol,2.25,2024-08-21,United States,Bellevue,Media & Entertainment,"A16z Crypto, Andreessen Horowitz, Two Small Fish Ventures",2024,1,2023,2,0.8109302162163288,0,0,1,3,1,1,False,False,False,False,False,False,True,False,False,False,True
Algolia,2.25,2021-07-28,United States,San Francisco,Enterprise Tech,"Accel, Alven Capital, Storm Ventures",2021,9,2012,13,0.8109302162163288,1,1,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True
Newfront Insurance,2.2,2022-04-12,United States,San Francisco,Insurance,"Founders Fund, Meritech Capital Partners, GS Growth",2022,5,2017,8,0.7884573603642703,1,1,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
EliseAI,2.2,2024-08-14,United States,New York,Enterprise Tech,"Navitas Capital, Point72 Ventures, JLL Spark",2024,7,2017,8,0.7884573603642703,1,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
NuCom Group,2.2,2018-02-22,Germany,Unterfoehring,Consumer & Retail,General Atlantic,2018,2,2016,9,0.7884573603642703,0,0,2,1,0,1,False,False,False,False,False,True,False,False,False,False,True
Skydio,2.2,2021-02-25,United States,Redwood City,Industrials,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel",2021,7,2014,11,0.7884573603642703,0,0,1,4,1,0,False,False,False,True,True,False,False,False,False,False,True
Uala,2.75,2021-08-13,Argentina,Buenos Aires,Financial Services,"Soros Fund Management, Ribbit Capital, Monashees+",2021,4,2017,8,1.0116009116784799,0,0,3,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Current,2.2,2021-04-27,United States,New York,Financial Services,"Expa, QED Investors, Foundation Capital",2021,6,2015,10,0.7884573603642703,1,0,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Bitso,2.2,2021-05-05,Mexico,Mexico City,Financial Services,"Pantera Capital, QED Investors, Coinbase Ventures",2021,7,2014,11,0.7884573603642703,0,0,3,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Gympass,2.4,2019-06-12,United States,New York,Healthcare & Life Sciences,"General Atlantic, SoftBank Group, Atomico",2019,7,2012,13,0.8754687373538999,1,0,1,3,1,0,False,False,True,False,True,False,False,False,False,False,True
Dialpad,2.2,2020-10-06,United States,San Francisco,Enterprise Tech,"Andreessen Horowitz, Google Ventures, Section 32",2020,9,2011,14,0.7884573603642703,1,1,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True
G7 Networks,2.2,2022-02-15,China,Beijing,Industrials,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",2022,16,2006,19,0.7884573603642703,1,0,1,3,0,0,False,False,False,True,False,False,False,False,False,False,True
BloomReach,2.2,2022-02-23,United States,Mountain View,Consumer & Retail,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",2022,13,2009,16,0.7884573603642703,1,1,1,3,1,1,False,False,False,False,False,False,False,False,False,False,True
Accelerant,2.4,2022-01-12,United Kingdom,Colchester,Insurance,"Deer Park Road, Altamont Capital Partners, Eldridge",2022,4,2018,7,0.8754687373538999,0,0,2,3,0,1,False,True,False,False,False,True,False,False,False,False,True
YITU Technology,2.17,2018-03-08,China,Shanghai,Enterprise Tech,"Sequoia Capital China, Banyan Capital",2018,6,2012,13,0.7747271675523681,0,0,1,2,1,1,True,False,False,False,True,False,False,False,False,False,True
Inari,2.17,2021-05-12,United States,Cambridge,Industrials,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",2021,5,2016,9,0.7747271675523681,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Qualia,2.17,2020-12-21,United States,San Francisco,Financial Services,"8VC, Menlo Ventures, Tiger Global Management",2020,5,2015,10,0.7747271675523681,1,1,1,3,1,1,False,True,False,False,False,True,False,False,False,False,True
Supabase,2.0,2025-04-22,United States,San Francisco,Enterprise Tech,"Accel, Coatue, Craft Ventures",2025,5,2020,5,0.6931471805599453,1,1,1,3,1,1,True,False,False,False,False,False,True,False,False,False,True
CHAOS Industries,2.0,2025-04-30,United States,Los Angeles,Industrials,"Accel, 8VC",2025,2,2023,2,0.6931471805599453,1,0,1,2,1,0,False,False,False,True,False,False,True,False,False,False,True
Zeta,2.0,2021-05-24,United States,San Francisco,Financial Services,"Sodexo Ventures, SoftBank Group",2021,6,2015,10,0.6931471805599453,1,1,1,2,1,1,False,True,False,False,False,True,False,False,False,False,True
Neo4j,2.0,2021-06-17,United States,San Mateo,Enterprise Tech,"Eight Roads Ventures, One Peak Partners, Creandum",2021,14,2007,18,0.6931471805599453,0,0,1,3,0,1,True,False,False,False,False,False,False,False,False,False,True
CloudWalk,2.15,2021-09-08,Brazil,Sao Paulo,Financial Services,"Plug and Play Ventures, Valor Capital Group, DST Global",2021,8,2013,12,0.7654678421395714,0,0,3,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Baseten,2.15,2025-09-25,United States,San Francisco,Enterprise Tech,"Bond, Greylock Partners, Institutional Venture Partners",2025,4,2021,4,0.7654678421395714,1,1,1,3,1,1,True,False,False,False,False,False,True,False,False,False,True
Xaira Therapeutics,2.15,2024-04-23,United States,San Francisco,Healthcare & Life Sciences,"ARCH Venture Partners, Foresite Capital, Two Sigma Ventures",2024,1,2023,2,0.7654678421395714,1,1,1,3,0,0,False,False,True,False,False,False,True,False,False,False,True
CoinDCX,2.15,2021-08-10,India,Maharashtra,Financial Services,"Polychain Capital, Coinbase Ventures, Jump Capital",2021,4,2017,8,0.7654678421395714,0,0,2,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Eightfold,2.1,2020-10-27,United States,Santa Clara,Enterprise Tech,"Foundation Capital, Institutional Venture Partners, General Catalyst",2020,4,2016,9,0.7419373447293773,0,0,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
ABLY,2.1,2024-04-29,South Korea,Seoul,Consumer & Retail,"LB Investment, KOLON INVESTMENT, Capstone Partners",2024,9,2015,10,0.7419373447293773,0,0,2,3,0,1,False,False,False,False,False,True,False,False,False,False,True
Medable,2.1,2021-10-26,United States,Palo Alto,Healthcare & Life Sciences,"GSR Ventures, Sapphire Ventures, Streamlined Ventures",2021,8,2013,12,0.7419373447293773,1,1,1,3,0,0,False,False,True,False,True,False,False,False,False,False,True
GoCardless,2.1,2022-02-08,United Kingdom,London,Financial Services,"Accel, Passion Capital, Balderton Capital",2022,11,2011,14,0.7419373447293773,1,0,2,3,1,1,False,True,False,False,True,False,False,False,False,False,True
Aledade,3.5,2021-01-19,United States,Bethesda,Healthcare & Life Sciences,"Venrock, CVF Capital Partners, ARCH Venture Partners",2021,7,2014,11,1.252762968495368,0,0,1,3,0,0,False,False,True,False,True,False,False,False,False,False,True
A24 Films,3.5,2022-03-09,United States,New York,Media & Entertainment,"Stripes Group, Neuberger Berman",2022,10,2012,13,1.252762968495368,1,0,1,2,0,1,False,False,False,False,True,False,False,False,False,False,True
Forto,2.1,2021-06-21,Germany,Berlin,Industrials,"Cherry Ventures, Northzone Ventures, Global Founders Capital",2021,5,2016,9,0.7419373447293773,0,0,2,3,0,0,False,False,False,True,False,True,False,False,False,False,True
bolttech,2.1,2021-07-01,Singapore,Singapore,Insurance,"Mundi Ventures, Doqling Capital Partners, Activant Capital",2021,3,2018,7,0.7419373447293773,0,0,2,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Synthesia,2.1,2023-06-13,United Kingdom,London,Enterprise Tech,"Google Ventures, Kleiner Perkins Caufield & Byers, FirstMark Capital",2023,6,2017,8,0.7419373447293773,1,0,2,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Jeeves,2.1,2022-03-14,United States,Orlando,Enterprise Tech,"Tencent Holdings, CRV, Clocktower Technology Ventures",2022,1,2021,4,0.7419373447293773,0,0,1,3,0,1,True,False,False,False,False,False,True,False,False,False,True
Viva Wallet,2.05,2022-12-17,Greece,Athens,Financial Services,"Breyer Capital, Hedosophia",2022,22,2000,25,0.7178397931503168,0,0,3,2,0,1,False,True,False,False,False,False,False,False,False,False,True
Framer,2.0,2025-08-27,Netherlands,Amsterdam,Enterprise Tech,"Atomico, Accel, Foundation Capital",2025,11,2014,11,0.6931471805599453,0,0,3,3,1,1,True,False,False,False,True,False,False,False,False,False,True
Kin,2.0,2023-09-13,United States,Chicago,Insurance,"QED Investors, Commerce Ventures, Alpha Edison",2023,7,2016,9,0.6931471805599453,0,0,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
FieldAI,2.0,2025-08-20,United States,Mission Viejo,Enterprise Tech,"Bezos Expeditions, Prysm Capital, Khosla Ventures",2025,2,2023,2,0.6931471805599453,0,0,1,3,1,1,True,False,False,False,False,False,True,False,False,False,True
Kalshi,2.0,2025-06-25,United States,New York,Enterprise Tech,Sequoia Capital,2025,7,2018,7,0.6931471805599453,1,0,1,1,1,1,True,False,False,False,False,True,False,False,False,False,True
MUSINSA,2.0,2019-11-11,South Korea,Seoul,Consumer & Retail,Sequoia Capital,2019,18,2001,24,0.6931471805599453,0,0,2,1,1,1,False,False,False,False,False,False,False,False,False,False,True
DeepL,2.0,2023-01-11,Germany,Cologne,Enterprise Tech,"Benchmark, btov Partners, Bessemer Venture Partners",2023,6,2017,8,0.6931471805599453,0,0,2,3,1,1,True,False,False,False,False,True,False,False,False,False,True
The Bot Company,2.0,2025-03-22,United States,New York,Industrials,,2025,2,2023,2,0.6931471805599453,1,0,1,0,0,0,False,False,False,True,False,False,True,False,False,False,True
Firefly Aerospace,2.0,2024-05-04,United States,Cedar Park,Industrials,"Noosphere Ventures, RPM Ventures, SMS Capital Investment",2024,10,2014,11,0.6931471805599453,0,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Babel Finance,2.0,2022-05-25,Hong Kong,Hong Kong,Financial Services,"Dragonfly Capital, BAI Capital, 10T Fund",2022,4,2018,7,0.6931471805599453,0,0,3,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Pennylane,2.16,2024-02-08,France,Cherbourg-Octeville,Enterprise Tech,Sequoia Capital,2024,4,2020,5,0.7701082216960737,0,0,2,1,1,1,True,False,False,False,False,False,True,False,False,False,True
Trendy Group International,2.0,2012-02-13,Hong Kong,Kowloon,Consumer & Retail,L Capital Partners,2012,13,1999,26,0.6931471805599453,0,0,3,1,0,1,False,False,False,False,False,False,False,True,False,False,True
GrubMarket,3.5,2021-09-14,United States,San Francisco,Consumer & Retail,"GGV Capital, BlackRock, ACE & Company",2021,8,2013,12,1.252762968495368,1,1,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
BeZero,2.0,2022-11-14,United Kingdom,London,Enterprise Tech,"Contrarian Ventures, Molten Ventures, Hitachi Ventures 32",2022,2,2020,5,0.6931471805599453,1,0,2,3,0,1,True,False,False,False,False,False,True,False,False,False,True
Cohere,2.0,2023-05-02,Canada,Toronto,Enterprise Tech,"Index Ventures, Salesforce Ventures, Section 32",2023,4,2019,6,0.6931471805599453,0,0,2,3,0,1,True,False,False,False,False,True,False,False,False,False,True
GO1,2.0,2021-07-19,Australia,Brisbane,Enterprise Tech,"Y Combinator, M12, SEEK",2021,6,2015,10,0.6931471805599453,0,0,3,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Clear Street,2.0,2022-04-29,United States,New York,Financial Services,"NextGen Venture Partners, Prysm Capital, McLaren Strategic Ventures",2022,4,2018,7,0.6931471805599453,1,0,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Drata,2.0,2021-11-08,United States,San Diego,Enterprise Tech,"Cowboy Ventures, Leaders Fund, GGV Capital",2021,1,2020,5,0.6931471805599453,0,0,1,3,0,1,True,False,False,False,False,False,True,False,False,False,True
Mysten Labs,2.0,2022-09-08,United States,San Francisco,Enterprise Tech,"Andreessen Horowitz, Coinbase Ventures, Circle Ventures",2022,1,2021,4,0.6931471805599453,1,1,1,3,1,1,True,False,False,False,False,False,True,False,False,False,True
Avant,2.0,2012-12-17,United States,Chicago,Financial Services,"RRE Ventures, Tiger Global, August Capital",2012,39,1973,52,0.6931471805599453,0,0,1,3,1,1,False,True,False,False,False,False,False,True,False,False,True
Tubatu.com,2.0,2015-03-09,China,Shenzhen,Consumer & Retail,"Sequoia Capital China, Matrix Partners China, 58.com",2015,7,2008,17,0.6931471805599453,1,0,1,3,1,1,False,False,False,False,False,False,False,False,False,False,True
BlaBlaCar,2.0,2015-09-16,France,Paris,Consumer & Retail,"Accel Partners, Index Ventures, Insight Venture Partners",2015,9,2006,19,0.6931471805599453,0,0,2,3,1,1,False,False,False,False,False,False,False,False,False,False,True
HuiMin,2.0,2016-09-05,China,Beijing,Consumer & Retail,"Zheshang Venture Capital, GP Capital, Western Capital Management",2016,3,2013,12,0.6931471805599453,1,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Preferred Networks,2.0,2018-05-17,Japan,Tokyo,Industrials,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",2018,4,2014,11,0.6931471805599453,0,0,2,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Formlabs,2.0,2018-08-01,United States,Somerville,Industrials,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group",2018,7,2011,14,0.6931471805599453,0,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Calm,2.0,2019-02-06,United States,San Francisco,Healthcare & Life Sciences,"Insight Venture Partners, TPG Growth, Sound Ventures",2019,7,2012,13,0.6931471805599453,1,1,1,3,0,0,False,False,True,False,True,False,False,False,False,False,True
Kaseya,2.0,2019-03-27,United States,Miami,Enterprise Tech,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund",2019,19,2000,25,0.6931471805599453,0,0,1,3,1,1,True,False,False,False,False,False,False,False,False,False,True
